,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k,score
471,707,{84B44BF3-9A63-4A3E-A1D1-AFAC41FC0AEC},2020-05-11,"2"" or larger hornet came to hummingbird feeder at dusk. Unable to see colors",Unverified, ,2020-05-13,47.742147,-117.468168,0.799896364610261,0.0416666666666666,0.19440707332208648
117,408,{5E2BBE5E-0AF0-43F1-80BE-36B829EF824F},2020-04-25,"This hornet was big about one inch, it was orange and my son And I saw it flying near our home later that day we walked less than a mile to the Spokane river and my son saw one by the river. We were both perplexed and I said I’ve never seen such a larg",Unverified, ,2020-05-05,47.689897,-117.458649,0.8054041780199819,0.0,0.19459582198001812
1264,2286,{2A370285-1DFF-4D52-A39B-AFCF3BB014CA},2020-08-02,It did not have a yellow face but I have never seen anything like it. It has the eyes just like the photo you have and it was attacking a bumble bee. I ran to get a jar to put it in but it went to my neighbors yard behind me. I really have not seen anyth,Unverified, ,2020-08-02,47.7403,-117.438789,0.8040068469223782,0.0,0.19599315307762177
1273,2382,{51791BDC-1F0D-4EEB-9E49-B4BEAA807BED},2020-08-03,"It was shriveled up and dead, one wing looked missing.",Unverified, ,2020-08-03,47.82068,-117.411081,0.801547932338123,0.0,0.19845206766187695
257,410,{39D90967-10BB-4D46-9169-B17EF666AEFB},2020-05-04,"I SAW IT IN MY HOUSE ON MAY 4, HOWEVER, I SAW IT MORE TIMES IN THE PAST I BELIEVE SINCE JANUARY PLEASE ADVICE WHAT TO DO....",Unverified, ,2020-05-05,46.174143,-119.13745,0.801080214567953,0.0,0.19891978543204702
269,878,{787C861E-E4B1-4359-A46C-F812846F09DE},2020-05-04,attached email was sent on May 4th.  We have not heard back but wanted you to have the info.  Sorry but no photo available,Unverified, ,2020-05-30,47.764172,-117.451775,0.8003699045933379,0.0,0.1996300954066621
379,575,{6188DC49-0C85-4E7A-A4F6-6C3311D0CB6C},2020-05-07, ,Unverified, ,2020-05-08,46.204945,-119.113535,0.7982331524565857,0.0,0.20176684754341434
521,774,{1591E73E-CC34-4C3A-B398-B4355D69F774},2020-05-19, ,Unverified, ,2020-05-19,46.232395,-119.0982,0.7951667869924001,0.0,0.20483321300759993
2108,4256,{AFE21937-9622-47E2-BF84-750DB44E424B},2020-10-02,riding by cell phone tower saw aisian hornets in nest on cell tower albertsons parking lot indian trail road spokane washingtonl,Unverified, ,2020-10-04,47.75904,-117.49586,0.7948193949556347,0.0,0.2051806050443653
1199,2366,{31185F4A-5333-4CF9-B9AC-1AFA774C9C3F},2020-08-01,"This was a very aggressive hornet without provoking, a bit bigger than my thumb (adult male). Markings were a yellowish head, mostly black body with a couple yellow stripes across the back. Had a face that looked mean, did not look like any of the other",Unverified, ,2020-08-03,47.794851,-117.565771,0.78256363678707,0.0833333333333333,0.2052325978796114
123,214,{36632B73-3B5D-42A5-BF0A-127B69425707},2020-04-27,"While working in my garage woodworking shop, I notice a large hornet with a unusual yellow/orange face fly into the my work area.  It appeared lost and since it wasn't bothering me I left it alone and ignored it.  I don't know if it landed and died or fl",Unverified, ,2020-05-03,46.192641,-119.182298,0.7937481077808053,0.0,0.2062518922191947
1274,2378,{95784F6E-AF7B-4E55-A43E-AD64D107C35F},2020-08-03,Wife and boys were on a hike believed may have stepped on a nest were chased with several stinging them and landing on them in a pack. Have the location of the hive near the Bowl and Pitcher in Spokane WA.,Unverified, ,2020-08-03,47.744137,-117.51909,0.7928728351071676,0.0,0.20712716489283245
179,423,{25F042AE-6C7F-416D-B8DD-A7829EF22FC6},2020-05-01,I believe that I saw an Asian Hornet in North Pasco. I had my RV screen portion closed and the bee came up to my screen a few different times. It looked similar to a yellow jacket ( I wasn't close enough to view the stripe and color differences ) but was,Unverified, ,2020-05-05,46.258445,-119.082474,0.792407058074633,0.0,0.20759294192536704
89,301,{0C36F62B-09EA-4B7F-9CCD-671F6206D8AD},2020-04-17,"Saw the biggest hornet flying against the window trying to get out the main door of my workplace. I killed it with a papertowl and my hand then threw the body away. Did not take a picture but head was bright yellow with big eyes, black and yellow on the",Unverified, ,2020-05-04,46.232883,-119.129303,0.7920965400529433,0.0,0.20790345994705672
1178,2080,{8F4FBFB9-A0CA-495A-ABCE-180D34BE7D44},2020-07-31,got stung in back yard twice when i saw them coming out of their nest in the ground next to my house,Unverified, ,2020-07-31,47.78139,-117.55471,0.785111825302561,0.0416666666666666,0.2087707254947581
170,305,{1C64FA13-35EA-4F46-B69E-F54812583F35},2020-05-01,there was a be caught between my blinds in my window when I opened the window to let it out at fell on my windowsill and it was a normal-looking bee/ hornet except it was about 2 inches long. By far the biggest bee/hornet I ever saw.,Unverified, ,2020-05-04,46.230336,-119.215472,0.7843141821343456,0.0416666666666666,0.20954566131032235
1320,2496,{7408B42E-74DB-40E0-BF0E-A303E0EA1FC1},2020-08-05, ,Unverified, ,2020-08-05,47.951356,-117.468895,0.7842540192676432,0.0416666666666666,0.2096041114569951
1490,3003,{B833BF9D-2590-4E5F-9ABE-57043608F173},2020-08-14,"I am 100% positive this was a murder hornet I was face to face on my screen door with it very distinct orange,",Unverified, ,2020-08-18,47.493102,-117.708208,0.7896803216966705,0.0,0.21031967830332954
598,579,{F6ED83A4-919F-49EA-9097-705D3C33AAE0},2020-05-30,"In Kennewick WA, 1402 14th street. While on the driveway working on a car this rather large bee flew over me and landed. It was easily over an inch in length. It's head was facing away from me, but I noticed two distinct and unique things. 1. The abdomen",Unverified, ,2020-05-08,46.235758,-119.215773,0.783380687331641,0.0416666666666666,0.2104525813280507
1639,3201,{DB65D408-2747-467A-B152-3A6D43BDE5D6},2020-08-21,"I first thought it was a hummingbird but it did not demonstrate the ""hum"" sound and i was only approx 4-5 feet away. It had stripes on it's body such as wasps and hornets do. It's wings were very large so I next suspected a dragonfly but considering the",Unverified, ,2020-08-22,47.952906,-117.474507,0.7833787465940055,0.0416666666666666,0.21045446681665297
135,221,{401DD166-98F8-474F-BEED-B306B4A7892A},2020-04-28,It was sitting on a table on our back porch. It flew over me and around our back yard. I've seen it twice in the past week.,Unverified, ,2020-05-03,46.205025,-119.214792,0.7886129159971123,0.0,0.21138708400288775
164,268,{71566788-7879-4296-9FF8-A6A6FF4888DD},2020-04-30,I was sitting at the table and a huge bee buzzed against the open screen on the patio door. I was stunned the bee was sounding louder than the typical bee we usually see . This one was built much bigger than I have seen almost 2 inches.. I though it was,Unverified, ,2020-05-04,46.225242,-119.267409,0.7802813293276508,0.0416666666666666,0.21346370662599726
205,372,{205B80C4-6C61-4893-AB5C-F3AB00E73CAE},2020-05-02,About the size of a hummingbird.  Tried to enter thruo our patio door.,Unverified, ,2020-05-05,46.224796,-119.268248,0.7802774478523797,0.0416666666666666,0.2134674776032019
2177,4415,{F6B40EF8-A430-464D-B820-912592DD7472},2020-10-20,We have it still in a bucket.,Unverified, ,2020-10-20,46.19948,-119.24694,0.7865305045141557,0.0,0.21346949548584426
440,654,{E6F2F8A2-5612-40A8-BAC4-CAABFE708AE5},2020-05-10,Have in a container and picture,Unverified, ,2020-05-10,47.512323,-117.721467,0.7861268310859592,0.0,0.21387316891404085
498,730,{A33354EB-C2AB-4DFA-AB5A-DE65FAAC874A},2020-05-14, ,Unverified,There's no way we can identify that insect definitely.,2020-05-15,47.574972,-117.678159,0.786056964531079,0.0,0.21394303546892102
986,1737,{C88F20DE-912C-4968-AFB7-9145B1C78310},2020-07-21,"One giant Asian hornet was seen, but I did not have a camera at the time.   If I see it again I will try to get a photo.",Unverified, ,2020-07-21,47.80406,-117.58631,0.7790683683054256,0.0416666666666666,0.2146421370024634
197,209,{AFFA902F-293F-43DF-A5C2-22D052682E40},2020-05-02,About 2 inches. I put my face  8” from it to inspect it because I’ve never seen or heard of anything like it. Was about to take picture when husband squished it against foundation with shoe. We have lots of guts if you want dna. Wings were tight to b,Unverified, ,2020-05-03,47.712536,-117.594146,0.7853505360317349,0.0,0.21464946396826512
529,483,{3D9D9723-6CC7-4E36-8572-374C71A69160},2020-05-20,"About an inch long, very big. Same colors as described.",Unverified, ,2020-05-06,47.902824,-117.512904,0.7816514900983565,0.0,0.21834850990164345
196,207,{1A3ADCCF-FA5C-46DA-A7AA-BE5BEFA3AE1D},2020-05-02,"A huge wasp stung my friend, she was dropping off some items she makes and just as she stepped out of her car, she was stung! She said it really hurt and burned. She had to shake her coat off and take it completely off because it really hurt & burned. It",Unverified, ,2020-05-03,47.429122,-117.822307,0.7810149281538927,0.0,0.21898507184610727
15,270,{8BCB99D0-26F0-4F92-945A-26BDD746CE6A},2020-03-24,My mom saw a lot of rear insects like large size of bees especially in the morning flying low and avoid contact with humans.,Unverified, ,2020-05-04,46.292763,-119.145959,0.780624839889145,0.0,0.219375160110855
768,1315,{CA9432E1-B153-49F3-952C-1FD4793DBF4E},2020-07-04, ,Unverified, ,2020-07-05,46.28427,-119.18917,0.7778612294961069,0.0,0.22213877050389308
590,958,{9A2940C8-647C-4553-9127-8ACF8358D4A8},2020-05-29,was cuttuing wood on west branch le clerc creek rd  .  a 2 to 2 1/5 inch hornet landed on my wood racks about 1 foot from my face . after looking at the photos on here  I am 100 % positive of what I seen .,Unverified, ,2020-06-05,48.550473,-117.297445,0.7772110823881941,0.0,0.22278891761180586
808,1416,{A1848EB8-2261-4656-B0EE-3A6B1EADD518},2020-07-09,"Saw a very, very large wasp, slightly smaller than my thumb, the largest I've seen. Could be a murder hornet. It was buzzing around the eaves at my business in Nine Mile Falls, WA. I went back to get my phone to take a picture and it was gone.",Unverified, ,2020-07-09,47.824525,-117.591943,0.776725897979304,0.0,0.22327410202069597
336,531,{DE2ECD7F-F74D-4152-BAA8-14524143C0D2},2020-05-06,Was seen in a can light in our finished basement c by my 19 year old son and his friend.  They told us this morning what they saw as we were asleep.  They did not attempt to kill it as it was concerning to them.  Their description matches the description,Unverified, ,2020-05-07,46.27017,-119.248095,0.7745813828920096,0.0,0.22541861710799038
2016,4334,{570EC1A2-6E21-41FF-A1C6-A57AEE399391},2020-09-16,I Just seen one of them it was flying by my house and landed on a friend of mine we tried to catch it in a jar but it flew away,Unverified, ,2020-10-11,47.95493,-117.5573,0.7719051056925715,0.0,0.22809489430742846
1136,2021,{2751D16B-AEDD-424D-98BD-0F13B306D829},2020-07-30,"seen flying and killed, seen drowned in horse water trough",Unverified, ,2020-07-30,45.758539,-120.467877,0.7714664989869349,0.0,0.22853350101306513
1090,1966,{9499D712-8097-409F-9C6C-FD0C7F92E968},2020-07-28,"14 yr old who study all varieties of bees, hornets and wasps this year. Abt 7:30pm- one landed on our patio by shed- had yellow flat head with very big eyes, the yellow matched the body stripes. It was longer than her pinky finger. It had a very low buzz",Unverified,Thanks for the submission. Look up native Cicada killers of Washington state. That could be what it was. They are flying right now.,2020-07-28,46.25678,-119.330943,0.7690386362048487,0.0,0.2309613637951513
1764,3433,{9D215597-F372-4C20-8B9B-927253688B99},2020-08-28, ,Unverified, ,2020-08-28,47.99692,-117.56666,0.7677499864148366,0.0,0.2322500135851634
934,3821,{FA729DE4-59B2-45D7-AB34-5808A76DB695},2020-07-20,Captured it's dead now,Unverified, ,2020-09-08,46.28859,-119.288504,0.7676840013352275,0.0,0.23231599866477248
192,213,{3C0DAFA6-754F-4E14-823D-AE734008CF08},2020-05-02,"Larger than normal, several were on our kids playset.",Unverified, ,2020-05-03,47.960947,-117.592851,0.7666224178485759,0.0,0.23337758215142412
979,1758,{E59F7C22-45B1-464F-BB21-9838C70FC928},2020-07-21,"This is our 7 year as Gate attendants at LePage Park ,a USACE campground on the Columbia River.   I just went out to water my tomato plants when the hornet flew past me.  We have a lot of hornets, but this guy was 3-4x larger than the hornets.  It was mo",Unverified, ,2020-07-21,45.72826,-120.65228,0.7663856478570374,0.0,0.23361435214296256
1286,2324,{A648ECA2-4D23-4CFE-A020-B8D8E100BB1F},2020-08-03,"I found (and killed) one of theses critters this morning (Sunday, Aug, 2) in my side yard.",Unverified, ,2020-08-03,46.272697,-119.346772,0.7648815761894782,0.0,0.23511842381052184
1018,2195,{84721FB1-F320-4CB5-A1E2-81EF4B8260E2},2020-07-24,I noticed 2 of these on a plant in one of the beds at my house...I thought they were really big and laughed to myself it couldn't be one of them...it wasn't until I watched a news report about these hornets did I realize that they are what I saw.  I live,Unverified, ,2020-08-01,45.6253,-122.57736,0.7265850004269623,0.2083333333333333,0.23665067845794313
1066,1941,{0DEAF445-ED05-43F6-A9EC-F4540D186CEE},2020-07-27,"Very large wasp, orange in color",Unverified, ,2020-07-27,45.663808,-120.976126,0.762104380632991,0.0,0.23789561936700898
978,1761,{13285CD3-AB7C-4214-B0D5-FD78E01F54F1},2020-07-21,"No photo but observed for +/- 30 seconds. Was buzzed several times. Wasp, yellow and black; mostly smooth with a little hair between thorax and head. Not a bumblebee. At least thumb-sized (2""+).",Unverified,"It could be a Cicada killer or horntail wasp? With no photo, it is impossible to know. Also, your county is currently Negative for Asian giant hornet. ",2020-07-21,45.628905,-121.143227,0.7614600557379848,0.0,0.2385399442620152
234,310,{6FD68F58-AEA6-400B-868A-578524387939},2020-05-03,Found and killed 2 of them that flew into my house. I am very familiar with yellow jackets and described what I saw as a yellow jacket on steroid.,Unverified, ,2020-05-04,46.288194,-119.376493,0.7594999107260687,0.0,0.2405000892739313
866,1543,{5B8CB475-1475-4AFB-91E3-79027291B3EF},2020-07-15,approx. 2 inches and located inside a bush with lots of other bees. Flew off upon trying to catch it for you guys.,Unverified, ,2020-07-15,46.321978,-119.324368,0.7587236156718445,0.0,0.24127638432815546
767,1306,{662E7581-52ED-4FD6-8CEC-1EEDC8617E79},2020-07-04,I saw a very large wasp at least two inches long it looked like the giant Asian hornet aka murder bee,Unverified, ,2020-07-04,48.110954,-117.601133,0.7556727761087434,0.0,0.2443272238912566
1176,2106,{A66567DC-3EB7-4A47-995E-3E2557EFA0EB},2020-07-31,I swear I just saw a Murder Hornet flying in the Dogwood tree outside our office.  Holly Crap!  I wasn't able to get a picture. 1:05 pm.,Unverified, ,2020-07-31,45.629817,-122.675159,0.7253254617014835,0.1666666666666666,0.2447071940759379
1407,2650,{178AEF96-F4CB-49B8-B688-8BFC5E874445},2020-08-10, ,Unverified, ,2020-08-10,45.63221,-122.67156,0.7248131069656955,0.1666666666666666,0.2451636502532846
927,1653,{DFA4829C-56BC-466C-AFE4-EE62D718E834},2020-07-19, ,Unverified, ,2020-07-19,45.63221,-122.67156,0.7248131069656955,0.1666666666666666,0.2451636502532846
