raw,cluster,s
"I saw huge flying bug, that I thought was an over-sized hornet. Later I read about the current issue with the hornets and wanted to make a report. I didn't get a clear look of it cause I am prettified of stinging insects, so it might have been this elm s",[1],Unverified
I don’t have a photo since I saw it on my garage door and it was not a bee 🐝 or wasp I normally see. It was huge- it looked twice as big as a normal size wasp or paper wasp or yellow jacket. I live in the White Center Area in Seattle.,[0],Unverified
"I saw a huge bee. It was orange and black and definitely not a local bee. It was sitting on my house in Bonney Lake, WA. I don’t have a picture but I’m certain is was the Giant Asian Hornet.",[1],Unverified
I am a bee keeper and one of my hives was a dead-out this Spring.  It must have died late October or early November.  It was a huge healthy hive with ample honey comb to make it through the winter.  Upon Spring inspection in March the hive died.  There w,[1],Negative ID
Insect was seen flying near a wetland area close to my property.,[0],Unverified
"My picture is not doing justice to the size of the creature we came across. It was over an inch long. It did not appear to be dead, but was also not attempting to fly. It kind of looked like it was stuck in the mud? It is a breezy, cool day.",[1],Negative ID
"I, without a doubt, saw this hornet on the shoreline of Banks Lake in Grand Coulee WA near the NORTH DAM side of the lake.",[1],Unverified
"I saw a wasp approximately 1 1/2 inches long with a dark abdomen with one broad orange stripe across it. It had prominent eyes on an orange head. it was on the ground near a hole, that I suspect might be a nest.",[0],Unverified
In the early autumn of 2019 my husband and I were sitting outside at our picnic table when we saw a yellow jacket and one of these Asian Hornets (which dwarfed the yellow jacket) get into begin to fight with each other.  Within seconds the yellow jacket,[0],Unverified
Seen on Elliott Bay Trail near The Port of Seattle Marine maintenance facility.,[1],Unverified
"These are not recent. My mom and I had one visit our apartment in Kingsgate, Kirkland, WA in 1979-1980!",[0],Unverified
"I believe we may have had these in a ground nest by our house last summer. Orange face, large. Unfortunately I did not take phone, but can excavate in nest site.",[1],Negative ID
Observed on a few occasions what looked to be this giant hornet in my garden on Vashon island in Washington state.,[1],Unverified
We observed a very large bee with similar description to the Asian giant hornet. We did not have time to photograph it before it flew away.,[1],Unverified
"Saw it resting on my deck railing on May 1st. Thought it was a yellow jacket queen at first because it was huge. Now that I see your pictures, I'm fairly certain it was not a queen but an Asian hornet. I truly hope I'm wrong just the same.  I have seen s",[0],Unverified
"I went into my bedroom this morning and saw movement on a newspaper on my bed. I was the biggest hornet I have ever seen. Close to 2 inches long and rounder than any hornet I’ve ever seen. I dropped my iPad on top of it, picked up the newspaper with iP",[0],Unverified
"On garage door, clearly visible on white background. We have lived on site with same insect species for over 25 years. Shocking to see. Left it alone and went in the house, we did not know what we were dealing with.",[1],Unverified
I believe that I saw one of these giant wasps on Easter Sunday. My husband and I were outside all day working on our garden. At one point I had left our veggie garden and was walking back along the side of my husbands shop (which is 30�?in depth) and I,[1],Unverified
This was definitely an Asian hornet.  It was inside our cabin and we trapped it in a glass to get it out - tried our best to get a picture as it was so inordinately huge and scary looking.  We hadn’t realized what it was at the time or we would have do,[0],Negative ID
"Very large wasp, orange features",[0],Unverified
Found one in my shed. Killed it. Saw an article about them later so I wanted to report it,[0],Unverified
Very large hornet on the bike paths at SeaTac park.,[1],Negative ID
This was killed. Its huge,[0],Negative ID
I killed this last July and took pictures because I’d never seen anything like it. I have 2 pictures,[1],Negative ID
Found sleeping on my plant starts in my basement,[1],Unverified
We saw this hanging out on our shed.  We think it might be a yellow jacket but it was abnormally large.  Since we're not insect experts we decided to send it in just in case.,[1],Negative ID
The hornet entered my home through my window. I attempted to get it to go through the window again but ultimately had to kill it. I used a chemical spray to immobilize it before crushing it.,[1],Unverified
"I do not have a photo to attach at this time, I will resubmit this form and attach the photo in a few days when I am able to go a take a photo. The bees were large, orange and very irregular from the bees I am used to seeing as a botanist. The bees were",[0],Unverified
"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",[0],Negative ID
I think i killed 2 with spray but they went underground,[1],Unverified
On my grandson’s flip flop.  About 2�?long.,[0],Negative ID
I was sitting at the table and a huge bee buzzed against the open screen on the patio door. I was stunned the bee was sounding louder than the typical bee we usually see . This one was built much bigger than I have seen almost 2 inches.. I though it was,[1],Unverified
Saw it on a wooden stake. Didn't realize it was an issue. Looked dangerous so killed it.,[1],Unverified
My mom saw a lot of rear insects like large size of bees especially in the morning flying low and avoid contact with humans.,[0],Unverified
"My daughter and I saw a very large reddish/orange wasp flying near the landscape on the road behind our house a few hours ago.  Didn't read about this wasp until just now so we didn't think anything of it at the time.  Sorry, no photo.",[1],Unverified
