num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
80,"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.","['Over', 'inch', 'long', 'single', 'pan', 'window', 'notice', 'window', 'thump', 'think', 'wind', 'bug', 'fly', 'window', 'repeatedly', 'think', 'time', 'day', 'strange', 'along', 'size', 'skinny']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
81,it was bumping around my house.  (I'd left the door open). I caught it in a glass to release it and thought it was so weird looking I'd save it to show the grandkids but it was so angry I released it.  then THIS morning I saw the information identifying,"['bump', 'around', 'house', 'leave', 'door', 'open', 'caught', 'glass', 'release', 'think', 'weird', 'look', 'save', 'show', 'grandkids', 'angry', 'release', 'THIS', 'morning', 'saw', 'information', 'identifying']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
82,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches","['Very', 'large', 'wasp', 'land', 'window', 'ledge', 'see', 'picture', 'know', 'time', 'look', 'orange', 'face', 'know', 'face', 'color', 'The', 'window', 'ledge', 'inch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
83,"Couldn’t get a photo. It was 0.5-1�?long and looked like a bee, not as much like a wasp, but not one I had ever seen before. It was buzzing around in a back corner of our yard close to the ground","['Couldn', 'get', 'photo', 'long', 'look', 'like', 'bee', 'much', 'like', 'wasp', 'one', 'ever', 'see', 'buzz', 'around', 'back', 'corner', 'yard', 'close', 'ground']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
84,"I am a geologist, was working on a geotechnical exploration in Fife and an asian giant hornet came up to inspect me and landed momentarily a few feet away. I did not realize they were invasive at the time but feel positive in my identification because I","['geologist', 'work', 'geotechnical', 'exploration', 'Fife', 'asian', 'giant', 'hornet', 'come', 'inspect', 'land', 'momentarily', 'foot', 'away', 'realize', 'invasive', 'time', 'feel', 'positive', 'identification']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
85,"Saw this beast (fo sho!!) in our sun room last summer. It flew in, I freaked and it flew out. Recognized from TV show.","['Saw', 'beast', 'sho', 'sun', 'room', 'last', 'summer', 'fly', 'freak', 'flew', 'Recognized', 'show']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
86,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.","['sure', 'saw', 'living', 'room', 'wall', 'one', 'evening', 'return', 'visit', 'daughter', 'Feb', '2020', 'Thailand', 'January']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
87,"I was watering my plants at the windowsill when I heard a buzzing sound and a giant wasp was flying around the window and actually bumped into it. It was hovering for about 10-15 seconds before flying away, and before I could capture a photo. I was compl","['water', 'plant', 'windowsill', 'hear', 'buzz', 'sound', 'giant', 'wasp', 'fly', 'around', 'window', 'actually', 'bump', 'hover', 'second', 'fly', 'away', 'could', 'capture', 'photo', 'compl']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
88,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.","['Walking', 'field', 'observe', 'bug', 'hover', 'around', 'ground', 'go', 'hole', 'sure', 'Asian', 'hornet', 'approximate', 'size', 'honey', 'bee']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
89,I saw it on my back porch screen door. However it flew off before I was able to take a photo.,"['saw', 'back', 'porch', 'screen', 'door', 'However', 'fly', 'able', 'take', 'photo']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
90,Looked dead or dying. Pretty sure it was an Asian hornet. Had the reddish/orange color and was in about 1.5 inches long,"['Looked', 'dead', 'die', 'Pretty', 'sure', 'Asian', 'hornet', 'Had', 'reddish', 'orange', 'color', 'inch', 'long']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
91,"I tried to report some sightings a few years ago and nobody got back to me.  I used to deliver packages for FedEx and there is a street where I saw one of these on 3 different occasions.  Don’t have a photo, but I describe as huge and dark orange.","['tried', 'report', 'sighting', 'year', 'ago', 'nobody', 'get', 'back', 'use', 'deliver', 'package', 'FedEx', 'street', 'saw', 'one', 'different', 'occasion', 'Don', 'photo', 'describe', 'huge', 'dark', 'orange']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
92,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.","['Our', 'AWESOME', 'dog', 'catch', 'chew', 'monster', 'hornet', 'saliva', 'mud', 'body', 'son', 'sever', 'neck', 'writhe', 'save', 'submit', 'someone', 'want']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
93,"Photo taken August of 2013 at Moran State Park. Massive hornet/wasp whose stinger was close to an inch long. In the photo the stinger is kind of hidden behind the wing, but the stinger extends past it a bit.","['Photo', 'take', 'August', '2013', 'Moran', 'State', 'Park', 'Massive', 'hornet', 'wasp', 'whose', 'stinger', 'close', 'inch', 'long', 'photo', 'stinger', 'kind', 'hidden', 'behind', 'wing', 'stinger', 'extends', 'past', 'bit']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
94,Was sitting still on the porch upper eaves about 4 feet from an actively yellow jacket hive being built it was the biggest bee I have ever seen with the orange color. I didn't realize what it was,"['Was', 'sit', 'still', 'porch', 'upper', 'eaves', 'foot', 'actively', 'yellow', 'jacket', 'hive', 'build', 'big', 'bee', 'ever', 'see', 'orange', 'color', 'realize']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
95,The stinger was half as long as the body. It hovered over me as I sat there. The head looked like it had a small helmet on. Then it flew away.,"['The', 'stinger', 'half', 'long', 'body', 'hover', 'sit', 'The', 'head', 'look', 'like', 'small', 'helmet', 'Then', 'fly', 'away']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
96,This bee is larger as a normal bee,"['This', 'bee', 'large', 'normal', 'bee']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
97,In Ephrata Washington,"['Ephrata', 'Washington']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
98,The suspected Asian hornett was 1.5 inches long and resembled the photo on your site.  I definitely was snot any of the other pictures shown.  It came into the room when I opened the sliding screen and stayed on the screen until I shooed it way.  then it,"['The', 'suspected', 'Asian', 'hornett', 'inch', 'long', 'resemble', 'photo', 'site', 'definitely', 'snot', 'picture', 'show', 'come', 'room', 'open', 'slide', 'screen', 'stay', 'screen', 'shooed', 'way']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
99,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is.","['Not', 'Asian', 'Giant', 'Hornet', 'large', 'different', 'see', 'West', 'Seattle', 'hard', 'kill']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
100,"I saw this huge hornet in my backyard. I’ve never seen a hornet like that before (WA native). It was huge. I sprayed it with my hose and tried to kill it, but when I came back outside later it was gone.","['saw', 'huge', 'hornet', 'backyard', 'never', 'see', 'hornet', 'like', 'native', 'huge', 'spray', 'hose', 'try', 'kill', 'come', 'back', 'outside', 'later', 'go']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
101,"This bee was at my hummingbird feeder. I wasn’t able to get a very good photo, so it might be impossible to tell.  The bee looked particularly large and reminded me of one I saw about a month ago but was unable to photograph.  It landed on my kitchen w","['This', 'bee', 'hummingbird', 'feeder', 'able', 'get', 'good', 'photo', 'might', 'impossible', 'tell', 'The', 'bee', 'look', 'particularly', 'large', 'remind', 'one', 'saw', 'month', 'ago', 'unable', 'photograph', 'land', 'kitchen']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
102,"Hornet not seen, but we have a dead honeybee hive.","['Hornet', 'see', 'dead', 'honeybee', 'hive']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
103,"I heard a loud buzzing and my first thought when I saw it moving across the room was large horsefly (I didn't have my contacts in), but it was bigger than that. I followed it from my bedroom into the bathroom where it flew into the shower (I live in an R","['heard', 'loud', 'buzz', 'first', 'think', 'saw', 'move', 'across', 'room', 'large', 'horsefly', 'contact', 'big', 'follow', 'bedroom', 'bathroom', 'fly', 'shower', 'live']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
104,"Size of a bumble bee, but it wasn’t so I took a closer look, alarmed by its size. I’ll try to get a photo tomorrow.","['Size', 'bumble', 'bee', 'take', 'close', 'look', 'alarm', 'size', 'try', 'get', 'photo', 'tomorrow']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
105,I was told to send this to you guys even though it was 2 years ago. I've seen about 3 since then around george and quincy area. I had no idea we werent supposed to kill them.,"['told', 'send', 'guy', 'even', 'though', 'year', 'ago', 'see', 'since', 'around', 'george', 'quincy', 'area', 'idea', 'werent', 'suppose', 'kill']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
106,Trapped this one,"['Trapped', 'one']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
107,"nested in an old tree stump. while trying to remove the stump I was stung by one. it was the biggest bee I had ever seen! as long as my thumb. I had pest services in for removal/poisoning. I tried to get pictures, but they immediately retreated in deeper","['nest', 'old', 'tree', 'stump', 'try', 'remove', 'stump', 'stung', 'one', 'big', 'bee', 'ever', 'see', 'long', 'thumb', 'pest', 'service', 'removal', 'poison', 'tried', 'get', 'picture', 'immediately', 'retreat', 'deep']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
108,It is very near the house but in the dirt.  It seemed to be looking for something in the dirt.,"['near', 'house', 'dirt', 'seem', 'look', 'something', 'dirt']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
109,"Possibly two individuals in Marysville, WA. One flew by and one then one was on a rhododendron (coul have been the same one as I didn't see the first one land). Went to grab my phone to take a pic but it flew away. I am very familiar with other stinging","['Possibly', 'two', 'individual', 'Marysville', 'One', 'fly', 'one', 'one', 'rhododendron', 'coul', 'one', 'see', 'first', 'one', 'land', 'Went', 'grab', 'phone', 'take', 'pic', 'fly', 'away', 'familiar', 'sting']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
110,"Hornet was seen flying near our patio, tried to grab a photo but they are quick!","['Hornet', 'see', 'fly', 'near', 'patio', 'try', 'grab', 'photo', 'quick']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
111,"Very large hornet, yellow face with black thorax and bright yellow stripes.  About 1.5 inches long. Flew back to Canada after buzzing my vehicle while I was parked.","['Very', 'large', 'hornet', 'yellow', 'face', 'black', 'thorax', 'bright', 'yellow', 'stripe', 'About', 'inch', 'long', 'Flew', 'back', 'Canada', 'buzzing', 'vehicle', 'park']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
112,"Found this in my horses water tank near  Trinidad, Wa.","['Found', 'horse', 'water', 'tank', 'near', 'Trinidad']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
113,"It is a little over 1 inch, and I doubt that it is an Asian Giant Hornet. However, it doesn't look enough like what I am familiar with.","['little', 'inch', 'doubt', 'Asian', 'Giant', 'Hornet', 'However', 'look', 'enough', 'like', 'familiar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
114,"Two sightings this week, 918 38th st. BELLINGHAM, WA","['Two', 'sighting', 'week', '918', '38th', 'BELLINGHAM']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
115,"Larger wasp size, orange head with loud buzzing","['Larger', 'wasp', 'size', 'orange', 'head', 'loud', 'buzzing']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
116,"Glengary Rd, Bellingham, WA. There is a big bee nest appeared out of nowhere on top of the mail box.","['Glengary', 'Bellingham', 'There', 'big', 'bee', 'nest', 'appear', 'nowhere', 'top', 'mail', 'box']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
117,It was about 2 inches long and had a really big yellow face. Unfortunately I didn’t get a picture as he moved on pretty fast.,"['inch', 'long', 'really', 'big', 'yellow', 'face', 'Unfortunately', 'get', 'picture', 'move', 'pretty', 'fast']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
118,I have seen them around my for the past couple days.,"['see', 'around', 'past', 'couple', 'day']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
119,Siting in Berthasen park near Lynden WA,"['Siting', 'Berthasen', 'park', 'near', 'Lynden']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
120,Much bigger than a Yellowjacket we s aw at the same time. Around 2 inches long,"['Much', 'big', 'Yellowjacket', 'time', 'Around', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
121,"While looking at water fowl in a neighborhood storm overflow pond, about 4 ft away, 3 ft off the ground I briefly saw a 1-2�?“something�?fly fast and without sound along the inside of a black coated chaine link fence seperating the pond from E Warn","['While', 'look', 'water', 'fowl', 'neighborhood', 'storm', 'overflow', 'pond', 'away', 'ground', 'briefly', 'saw', 'something', 'fly', 'fast', 'without', 'sound', 'along', 'inside', 'black', 'coat', 'chaine', 'link', 'fence', 'seperating', 'pond', 'Warn']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
122,All black at least two inches long with visible stinger. Seen twice two years ago in same location. Single hornet chewing on wood fencing 10-14ft from Creek with dense blackberries along most of the Creek.,"['All', 'black', 'least', 'two', 'inch', 'long', 'visible', 'stinger', 'Seen', 'twice', 'two', 'year', 'ago', 'location', 'Single', 'hornet', 'chew', 'wood', 'fence', '14ft', 'Creek', 'dense', 'blackberry', 'along', 'Creek']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
123,"Saw a bee that looked like the picture in the Bellingham Herald. I did not notice if it had a skinny waist but it had pronounced striping on the bottom half and a vivid yellow at the head. It was at least as large as bumble bees, likely larger.r.","['Saw', 'bee', 'look', 'like', 'picture', 'Bellingham', 'Herald', 'notice', 'skinny', 'waist', 'pronounce', 'strip', 'bottom', 'half', 'vivid', 'yellow', 'head', 'least', 'large', 'bumble', 'bee', 'likely', 'large']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
124,Twice now I think I've seen this Asian Giant on my property.  I would like traps put on my property.,"['Twice', 'think', 'see', 'Asian', 'Giant', 'property', 'would', 'like', 'trap', 'put', 'property']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
125,It was hovering by a compost.  Also one spotted by veg garden hovering by weeds.,"['hover', 'compost', 'Also', 'one', 'spot', 'veg', 'garden', 'hovering', 'weed']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
126,Pictures don’t de justice. Face was orange and wasp was size of thumb.,"['Pictures', 'justice', 'Face', 'orange', 'wasp', 'size', 'thumb']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
127,Found in our tent we set up in our yard. There were two and they caught our eye because they were so large. Unsure if they are so figured I would report just in case.,"['Found', 'tent', 'set', 'yard', 'There', 'two', 'caught', 'eye', 'large', 'Unsure', 'figure', 'would', 'report', 'case']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
128,"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it�?,['inch'", 'long', 'black', 'one', 'small', 'yellow', 'mark', 'body', 'Long', 'wing', 'Looks', 'like', 'try', 'eat', 'spider', 'Probably', 'Asian', 'wasp', 'due', 'lack', 'yellow', 'head', 'smushed', 'shoe', 'giant'," 'opening']""",Negative ID
